"Business File Number","License Type","Entity Name","Trade Name","Current License Status","Expiration Date","Facility Street Number","Facility Pre-Direction","Facility Street Name","Facility Street Type","Facility Unit Number","Facility City","Facility Zip Code"
"2016-BFN-0005818","Retail Marijuana Inf Prod Mfg","R.D. INDUSTRIES, LLC","","License Issued - Active","10/31/2019 12:00:00 AM","10555","E","45TH","AVE","","DENVER","80239"
"2016-BFN-0007495","Retail Marijuana Inf Prod Mfg","OVERMOUNT, LLC","","License Issued - Active","10/5/2019 12:00:00 AM","4140","N","YORK","ST","220","DENVER","80216"
"2016-BFN-0008019","Med Marijuana Inf Prod Manuf","ECO GREEN GROW, LLC","FUEGO EXTRACTS","License Issued - Active","8/21/2019 12:00:00 AM","5000","E","41ST","AVE","100","DENVER","80216"
"2015-BFN-0006356","Med Marijuana Opt Prem Cultiv","THE GIVING TREE OF DENVER, LLC","","License Issued - Active","5/12/2020 12:00:00 AM","1172","W","Virginia","","","Denver","80223"
"2013-BFN-1068988","Retail Marijuana Store","MAYFLOWER GROUP, LLC","THE HEALTH CENTER","License Issued - Active","1/1/2020 12:00:00 AM","1736","N","DOWNING","ST","","DENVER","80218"
"2010-BFN-1045748","Medical Marijuana Center","SWEETWATER PARTNERS,LLC","GOOD CHEMISTRY","License Issued - Active","8/30/2019 12:00:00 AM","1724","S","BROADWAY","","","DENVER","80210"
"2010-BFN-1045847","Medical Marijuana Center","ROYAL ASSET MANAGEMENT, LLC","DIEGO PELLICER","License Issued - Active","9/10/2019 12:00:00 AM","2949","W","ALAMEDA","AVE","","DENVER","80219"
"2012-BFN-1062011","Med Marijuana Opt Prem Cultiv","ALTERNATIVE MEDICINE ON CAPITOL HILL","","License Issued - Active","2/6/2020 12:00:00 AM","211","N","WYANDOT","ST","","DENVER","80223"
"2012-BFN-1060626","Med Marijuana Opt Prem Cultiv","FUTUREVISION, LTD.","MEDICINE MAN DENVER","License Issued - Active","7/5/2020 12:00:00 AM","4750","N","NOME","ST","","DENVER","80239"
"2013-BFN-1064063","Med Marijuana Inf Prod Manuf","SIMPLY PURE EDIBLES COLORADO LLC","SIMPLY PURE EDIBLES","License Issued - Active","10/1/2019 12:00:00 AM","2160","S","LIPAN","ST","","DENVER","80223"
"2013-BFN-1069355","Retail Marijuana Store","MAGNA MARKETING, INC","HERBS 4 YOU","License Issued - Active","2/18/2020 12:00:00 AM","20","E","9TH","AVE","","DENVER","80203"
"2013-BFN-1068426","Med Marijuana Inf Prod Manuf","LUCKY SWEETS, LLC","LUCKY EDIBLES","License Issued - Active","9/30/2019 12:00:00 AM","3980","N","FRANKLIN","ST","","DENVER","80205"
"2013-BFN-1068925","Retail Marijuana Store","THE GREEN SOLUTION, LLC","","License Issued - Active","1/1/2020 12:00:00 AM","4400","","GRAPE","ST","","Denver","80216"
"2013-BFN-1069175","Retail Marij Opt. Prem. Cultiv","GREEN LIGHT SUPPLY, LLC","","License Issued - Active","2/10/2020 12:00:00 AM","4105","N","JASON","ST","","DENVER","80211"
"2014-BFN-0004212","Retail Marij Opt. Prem. Cultiv","SIMPLY PURE COLORADO LLC","SIMPLY PURE","License Issued - Active","2/3/2020 12:00:00 AM","2150","S","LIPAN","ST","","DENVER","80223"
"2014-BFN-0005235","Retail Marij Opt. Prem. Cultiv","PRIMA BRANDS LLC","PRIMA CANNABIS COMPANY","License Issued - Active","2/11/2020 12:00:00 AM","5475","N","Peoria","ST","1-101 &103","Denver","80239"
"2010-BFN-1045876","Medical Marijuana Center","CITI-MED, LLC","STARBUDS","License Issued - Active","11/18/2019 12:00:00 AM","1640","E","EVANS","AVE","","DENVER","80210"
"2012-BFN-1060951","Med Marijuana Opt Prem Cultiv","MEDICAL CANNABIS COLORADO LLC","CURE COLORADO","License Issued - Active","6/9/2020 12:00:00 AM","3930","","BLAKE","ST","","DENVER","80205"
"2013-BFN-1070066","Retail Marij Opt. Prem. Cultiv","JOLET VENTURES, LLC","710 LABS","License Issued - Active","3/14/2020 12:00:00 AM","10975","E","47TH","AVE","","DENVER","80239"
"2014-BFN-1072789","Retail Marijuana Store","GAS AND GRASS, LLC","ROLLUP","License Issued - Active","8/19/2019 12:00:00 AM","4500","N","WASHINGTON","ST","B","DENVER","80216"
"2013-BFN-1069584","Retail Marij Opt. Prem. Cultiv","THE GIVING TREE OF DENVER, LLC","","License Issued - Active","12/12/2019 12:00:00 AM","1255","S","HURON","ST","","DENVER","80223"
"2014-BFN-1073917","Retail Marijuana Inf Prod Mfg","CC FOODS, LLC","","License Issued - Active","9/23/2019 12:00:00 AM","4502","N","Washington","","","Denver",""
"2015-BFN-0003646","Med Marijuana Opt Prem Cultiv","SUMMIT WELLNESS","DENREC DENVER RECREATIONAL DISPENSARY","License Issued - Active","8/7/2020 12:00:00 AM","2042","S","BANNOCK","ST","","DENVER","80223"
"2013-BFN-1068935","Retail Marij Opt. Prem. Cultiv","THE GREEN SOLUTION, LLC","","License Issued - Active","12/8/2019 12:00:00 AM","5305","","STEELE","ST","","DENVER","80216"
"2017-BFN-0001912","Retail Marij Opt. Prem. Cultiv","ALTITUDE WELLNESS CENTER, LLC","NATURE'S HERBS & WELLNESS dtc","License Issued - Active","2/6/2020 12:00:00 AM","1131","S","BANNOCK","ST","","DENVER","80223"
"2016-BFN-0004810","Retail Marijuana Store","BK HOLDINGS, LLC","THE HERBAL CENTER","License Issued - Active","1/11/2020 12:00:00 AM","1909","S","BROADWAY","","","DENVER","80210"
"2015-BFN-0000979","Medical Marijuana Center","CO-AGRONOMICS LLC","THE GREEN DEPOT","License Issued - Active","4/6/2020 12:00:00 AM","4414","N","VINE","ST","","DENVER","80216"
"2015-BFN-0002070","Med Marijuana Opt Prem Cultiv","UNIQUEITMINDS, INC.","CHRONORADO","License Issued - Active","9/17/2019 12:00:00 AM","400","S","LIPAN","ST","3 & 7","DENVER","80223"
"2010-BFN-1047706","Medical Marijuana Center","NATURES CURE III, LLC","THE COLFAX POT SHOP","License Issued - Active","9/11/2019 12:00:00 AM","1500","E","COLFAX","AVE","","DENVER","80218"
"2010-BFN-1045662","Medical Marijuana Center","GREEN AROUND YOU, LLC","GOLDEN MEDS, INC.","License Issued - Active","1/10/2020 12:00:00 AM","970","S","ONEIDA","ST","17","DENVER","80224"
"2012-BFN-1061010","Med Marijuana Opt Prem Cultiv","STONE T. M. C., LLC","THE STONE DISPENSARY","License Issued - Active","9/8/2019 12:00:00 AM","1828","S","BANNOCK","ST","","DENVER","80223"
"2014-BFN-1071599","Retail Marijuana Inf Prod Mfg","MARY'S MEDICINALS, LLC","","License Issued - Active","9/11/2019 12:00:00 AM","4985","N","IRONTON","ST","","DENVER","80239"
"2013-BFN-1065710","Med Marijuana Inf Prod Manuf","MOUNTAIN HIGH SUCKERS, LLC","MOUNTAIN HIGH SUCKERS","License Issued - Active","6/3/2020 12:00:00 AM","400","S","LIPAN","ST","11","DENVER","80223"
"2013-BFN-1068933","Retail Marijuana Store","CITI-MED, LLC","STARBUDS","License Issued - Active","1/1/2020 12:00:00 AM","1640","E","EVANS","AVE","","DENVER","80210"
"2013-BFN-1068141","Med Marijuana Opt Prem Cultiv","GREEN LIFE SOLUTIONS, LLC","GREEN TREE MEDICINALS","License Issued - Active","7/28/2019 12:00:00 AM","4735","N","OAKLAND","ST","","DENVER","80239"
"2013-BFN-1069434","Retail Marij Opt. Prem. Cultiv","COMPASSIONATE CARE GIVERS, INC.","","License Issued - Active","3/24/2020 12:00:00 AM","6666","E","Stapleton South","DR","","Denver","80216"
"2015-BFN-0008428","Med Marijuana Inf Prod Manuf","KGBI COLORADO LLC","SENSE OF HEALING","License Issued - Active","2/14/2020 12:00:00 AM","400","N","QUIVAS","ST","","DENVER","80204"
"2016-BFN-0004876","Retail Marijuana Store","TWO G-FEDERAL, LLC","BUDDY BOY","License Issued - Active","8/16/2019 12:00:00 AM","2426","S","FEDERAL","BLVD","","DENVER","80219"
"2010-BFN-1045758","Medical Marijuana Center","ASPEN FOREST LLC","MARY JANE'S HOUSE","License Issued - Active","10/23/2019 12:00:00 AM","3899","N","QUENTIN","ST","","DENVER","80239"
"2012-BFN-1060945","Med Marijuana Opt Prem Cultiv","5280 WELLNESS, LLC","MMJ AMERICA GOLDEN TRIANGLE","License Issued - Active","3/19/2020 12:00:00 AM","1205","W","EVANS","AVE","","DENVER","80223"
"2014-BFN-1070993","Retail Marij Opt. Prem. Cultiv","FRESH BAKED, LLC","FRESH BAKED","License Issued - Active","2/26/2020 12:00:00 AM","735","W","BAYAUD","AVE","","DENVER","80223"
"2013-BFN-1069315","Retail Marij Opt. Prem. Cultiv","TIMBERLINE HERBAL CLINIC & WELLNESS CENTER LLC","","License Issued - Active","1/3/2020 12:00:00 AM","665","","KALAMATH","ST","","DENVER","80204"
"2010-BFN-1045912","Medical Marijuana Center","THE HERBAL CURE, LLC","","License Issued - Active","9/11/2019 12:00:00 AM","985","S","LOGAN","ST","","DENVER","80209"
"2012-BFN-1060738","Med Marijuana Opt Prem Cultiv","MAYFLOWER GROUP LLC","THE HEALTH CENTER","License Issued - Active","8/13/2019 12:00:00 AM","4825","N","OAKLAND","ST","","DENVER","80239"
"2012-BFN-1060762","Med Marijuana Opt Prem Cultiv","ASPEN FOREST LLC","MARY JANE'S HOUSE","License Issued - Active","1/18/2020 12:00:00 AM","3899","N","QUENTIN","ST","","DENVER","80239"
"2013-BFN-1069110","Retail Marij Opt. Prem. Cultiv","DOCTORS ORDERS, LLC","DOCTOR'S ORDERS","License Issued - Active","7/15/2020 12:00:00 AM","2323","S","LIPAN","ST","","DENVER","80223"
"2013-BFN-1068869","Retail Marijuana Store","L3ASTOCKCOMPLEX LLC","EUFLORA","License Issued - Active","1/1/2020 12:00:00 AM","4305","N","BRIGHTON","BLVD","","DENVER","80216"
"2013-BFN-1068453","Med Marijuana Opt Prem Cultiv","D & D CONSULTING, INC","KAYA CANNABIS","License Issued - Active","10/1/2019 12:00:00 AM","1127","W","46TH","AVE","","DENVER","80211"
"2013-BFN-1068963","Retail Marij Opt. Prem. Cultiv","SWEETWATER PARTNERS LLC","EL JEFE","License Issued - Active","1/7/2020 12:00:00 AM","4260","N","KEARNEY","ST","","DENVER","80216"
"2015-BFN-0007875","Med Marijuana Inf Prod Manuf","EJB VENTURES, LLC","HARMONY EXTRACTS","License Issued - Active","11/16/2019 12:00:00 AM","121","N","MARIPOSA","ST","","DENVER","80223"
"2015-BFN-0008113","Retail Marijuana Store","HERBAL HEALTH, LLC","LOCAL PRODUCT OF COLORADO","License Issued - Active","4/6/2020 12:00:00 AM","419","W","13TH","AVE","","DENVER","80204"
"2016-BFN-0005177","Retail Marijuana Inf Prod Mfg","CONNOISSEURS GENECTICS & CONCENTRATES LLC","","License Issued - Active","11/22/2019 12:00:00 AM","2255","S","KALAMATH","ST","","DENVER","80223"
"2016-BFN-0004407","Retail Marij Opt. Prem. Cultiv","YUMA WAY, LLC","1136 YUMA","License Issued - Active","9/22/2019 12:00:00 AM","1136","N","YUMA","CT","","DENVER","80204"
"2014-BFN-0004812","Retail Marij Opt. Prem. Cultiv","TWOG-YORK, LLC","BUDDY BOY","License Issued - Active","2/13/2020 12:00:00 AM","5050","N","YORK","ST","","Denver","80216"
"2010-BFN-1045830","Medical Marijuana Center","HADCAV ENTERPRISES INC","PURE MEDICAL DISPENSARY","License Issued - Active","9/10/2019 12:00:00 AM","5702","E","COLFAX","AVE","","DENVER","80220"
"2012-BFN-1060949","Med Marijuana Opt Prem Cultiv","STANDING AKIMBO, LLC","","License Issued - Active","6/27/2020 12:00:00 AM","835","E","50TH","AVE","","DENVER","80216"
"2013-BFN-1069503","Retail Marijuana Inf Prod Mfg","CAREGIVERS FOR LIFE LLC","","License Issued - Active","1/23/2020 12:00:00 AM","5124","N","Havana","","","Denver","80239"
"2013-BFN-1069905","Retail Marijuana Store","CO-AGRONOMICS LLC","THE GREEN DEPOT","License Issued - Active","3/17/2020 12:00:00 AM","2020","S","BROADWAY","","","DENVER","80210"
"2013-BFN-1068850","Retail Marijuana Store","CONCENTRATE LLC","CONCENTRATE","License Issued - Active","1/1/2020 12:00:00 AM","74","N","FEDERAL","BLVD","","DENVER","80219"
"2012-BFN-1060586","Med Marijuana Opt Prem Cultiv","COLORADO FARMS, INC.","LIGHTSHADE","License Issued - Active","1/10/2020 12:00:00 AM","11975","E","40TH","AVE","","DENVER","80239"
"2013-BFN-1068716","Med Marijuana Inf Prod Manuf","MMJ CHEROKEE, LLC","MMJ AMERICA CHEROKEE","License Issued - Active","6/26/2020 12:00:00 AM","1155","S","CHEROKEE","ST","","DENVER","80223"
"2013-BFN-1066867","Medical Marijuana Center","DENCO, LLC","","License Issued - Active","9/8/2019 12:00:00 AM","5155","E","46TH","AVE","","DENVER","80216"
"2013-BFN-1069273","Retail Marijuana Store","TETRAHYDROCENTER LLC","TETRAHYDROCENTER, LLC","License Issued - Active","3/7/2020 12:00:00 AM","9206","E","HAMPDEN","AVE","","DENVER","80231"
"2014-BFN-1072960","Med Marijuana Opt Prem Cultiv","NATURE MED, INC","KIND-MEDS","License Issued - Active","5/27/2020 12:00:00 AM","5105","E","38TH","AVE","101-204","DENVER","80207"
"2017-BFN-0002554","Retail Marijuana Store","GREENER PASTURE COMPASSION CENTER LLC","VERDE NATURAL","License Issued - Active","10/30/2019 12:00:00 AM","5101","E","COLFAX","AVE","","DENVER","80220"
"2019-BFN-0002551","Retail Marijuana Inf Prod Mfg","HEALTHY CREATION EDIBLES LLC","","License Issued - Active","5/24/2020 12:00:00 AM","1822","S","Bannock","St","","Denver","80223"
"2018-BFN-0008489","Med Marijuana Inf Prod Manuf","THOMASH LLC","ALCHEMY FOOD CO","License Issued - Active","12/28/2019 12:00:00 AM","9782","E","Girard","Ave","","Denver",""
"2016-BFN-0004369","Retail Marijuana Inf Prod Mfg","URBANE DEVELOPERS LLC","","License Issued - Active","10/4/2019 12:00:00 AM","2191","S","JASON","ST","","DENVER","80223"
"2016-BFN-0004094","Retail Marijuana Store","JVT ENTERPRISES, INC.","COLORADO CANNABIS CONNECTION","License Issued - Active","5/5/2020 12:00:00 AM","4550","S","KIPLING","ST","4","DENVER","80127"
"2016-BFN-0008405","Retail Marij Opt. Prem. Cultiv","YUMA WAY, LLC","1136 YUMA","License Issued - Active","2/3/2020 12:00:00 AM","1240","S","Bannock","St","","Denver","80223"
"2015-BFN-0002384","Retail Marij Opt. Prem. Cultiv","LYONS FINEST CONFIDENTIAL CARE, LLC","TUMBLEWEED","License Issued - Active","1/22/2020 12:00:00 AM","4695","N","Kingston","","","Denver","80239"
"2010-BFN-1045752","Medical Marijuana Center","LIGHTSHADE LABS, LLC","LIGHTSHADE","License Issued - Active","5/22/2020 12:00:00 AM","330","S","DAYTON","ST","","DENVER","80247"
"2012-BFN-1061911","Med Marijuana Inf Prod Manuf","BETTER BAKED LLC","","License Issued - Active","3/13/2020 12:00:00 AM","3770","N","PARIS","ST","102","DENVER","80239"
"2013-BFN-1069776","Retail Marijuana Store","HG LTD","HIGHER GRADE","License Issued - Active","2/14/2020 12:00:00 AM","1269","N","ELATI","ST","","DENVER","80204"
"2013-BFN-1069334","Retail Marijuana Inf Prod Mfg","ZUNI WELLNESS CENTER, LLC","THE LAB","License Issued - Active","2/13/2020 12:00:00 AM","5098","N","PARIS","ST","2","DENVER","80239"
"2014-BFN-0002347","Med Marijuana Inf Prod Manuf","PHYSICIAN PREFERRED PRODUCTS, LLC","PHYSICIAN PREFERRED PRODUCTS, LLC","License Issued - Active","9/20/2019 12:00:00 AM","4080","N","GLOBEVILLE","RD","","DENVER","80216"
"2010-BFN-1045907","Medical Marijuana Center","HIGH STREET GROWERS, LLC.","","License Issued - Active","9/11/2019 12:00:00 AM","330","N","FEDERAL","BLVD","","DENVER","80219"
"2010-BFN-1048362","Medical Marijuana Center","MILE HIGH WELLNESS II, LLC","MILE HIGH WELLNESS - GREEN STREET","License Issued - Active","8/31/2019 12:00:00 AM","2291","S","KALAMATH","ST","","DENVER","80223"
"2012-BFN-1060539","Med Marijuana Opt Prem Cultiv","BALLPARK HOLISTIC DISPENSARY CORP","BALLPARK HOLISTIC DISPENSARY","License Issued - Active","11/6/2019 12:00:00 AM","4228","N","YORK","ST","102103 105","DENVER","80216"
"2013-BFN-1064224","Med Marijuana Opt Prem Cultiv","KARMACEUTICALS, LLC","KARMACEUTICALS","License Issued - Active","3/6/2020 12:00:00 AM","4","S","SANTA FE","DR","","DENVER","80223"
"2013-BFN-1070248","Retail Marijuana Store","GMC, LLC","GREEN MAN CANNABIS","License Issued - Active","2/10/2020 12:00:00 AM","1355","N","SANTA FE","DR","F","DENVER","80204"
"2015-BFN-0008479","Med Marijuana Opt Prem Cultiv","TESLA LLC","","License Issued - Active","11/21/2019 12:00:00 AM","5200","E","Smith","Rd","140","Denver",""
"2015-BFN-0007620","Med Marijuana Opt Prem Cultiv","ALLGREENS, LLC","","License Issued - Active","11/22/2019 12:00:00 AM","1235","S","HURON","ST","","DENVER","80223"
"2018-BFN-0001299","Retail Marijuana Inf Prod Mfg","KGBI COLORADO LLC","SENSE OF HEALING","License Issued - Active","1/11/2020 12:00:00 AM","400","N","Quivas","St","","Denver","80204"
"2017-BFN-0002776","Retail Marijuana Inf Prod Mfg","LBW CONSULTING GROUP LLC","","License Issued - Active","8/28/2019 12:00:00 AM","5070","N","Oakland","ST","","Denver","80239"
"2010-BFN-1045738","Medical Marijuana Center","PLATTE VALLEY DISPENSARY, LLC","PLATTE VALLEY DISPENSARY","License Issued - Active","9/9/2020 12:00:00 AM","2301","","7TH","ST","B","DENVER","80211"
"2013-BFN-1070416","Retail Marij Opt. Prem. Cultiv","COLORADO FARMS, INC.","LIGHTSHADE","License Issued - Active","2/26/2020 12:00:00 AM","11975","E","40TH","AVE","","DENVER","80239"
"2013-BFN-1069314","Retail Marijuana Store","TIMBERLINE HERBAL CLINIC & WELLNESS CENTER LLC","","License Issued - Active","1/3/2020 12:00:00 AM","3995","E","50TH","AVE","","DENVER","80216"
"2012-BFN-1060733","Med Marijuana Opt Prem Cultiv","CO-AGRONOMICS, LLC","THE GREEN DEPOT","License Issued - Active","9/29/2019 12:00:00 AM","4414","N","VINE","ST","","DENVER","80216"
"2012-BFN-1060862","Med Marijuana Opt Prem Cultiv","DISCOUNT MEDICAL MARIJUANA, LLC","HIGH LEVEL HEALTH","License Issued - Active","10/10/2019 12:00:00 AM","395","N","YUMA","ST","","DENVER","80223"
"2013-BFN-1064198","Med Marijuana Inf Prod Manuf","VIRGINIA'S KITCHEN, LLC","BLUEKUDU","License Issued - Active","3/28/2020 12:00:00 AM","4805","N","KINGSTON","ST","","DENVER","80239"
"2014-BFN-1070905","Retail Marijuana Inf Prod Mfg","MILE HIGH DISTRIBUTING LLC","","License Issued - Active","2/26/2020 12:00:00 AM","775","S","JASON","ST","","DENVER","80223"
"2013-BFN-1068457","Med Marijuana Inf Prod Manuf","ZUNI WELLNESS CENTER, LLC","THE LAB","License Issued - Active","10/1/2019 12:00:00 AM","5098","N","PARIS","ST","2","DENVER","80239"
"2013-BFN-1069438","Retail Marijuana Inf Prod Mfg","EJB VENTURES, LLC","HARMONY EXTRACTS","License Issued - Active","3/25/2020 12:00:00 AM","4237","N","Josephine","ST","102, 103","Denver","80216"
"2013-BFN-1067885","Med Marijuana Opt Prem Cultiv","KIND LOVE, LLC","KIND LOVE","License Issued - Active","8/29/2019 12:00:00 AM","4890","N","JOLIET","ST","","DENVER","80239"
"2014-BFN-0001998","Med Marijuana Opt Prem Cultiv","SMART CARE, LLC","SMART CARE EXTRACTS","License Issued - Active","7/27/2019 12:00:00 AM","4668","N","GLENCOE","ST","","DENVER","80216"
"2016-BFN-0006283","Retail Marij Opt. Prem. Cultiv","TRILL EVOLUTIONS, LLC","TRILL EVOLUTIONS","License Issued - Active","4/11/2020 12:00:00 AM","5550","N","Joliet","","","Denver","80239"
"2016-BFN-0003525","Retail Marij Opt. Prem. Cultiv","1 STOP SHOP LLC","","License Issued - Active","8/19/2019 12:00:00 AM","400","S","LIPAN","ST","6","DENVER","80223"
"2016-BFN-0004281","Retail Marijuana Inf Prod Mfg","ABSTRACT ALCHEMY, LLC","","License Issued - Active","4/12/2020 12:00:00 AM","3925","N","ONEIDA","ST","","DENVER","80207"
"2016-BFN-0007400","Retail Marijuana Inf Prod Mfg","DARK HORSE GENETICS, LLC","","License Issued - Active","1/9/2020 12:00:00 AM","2145","S","KALAMATH","ST","","DENVER","80223"
"2017-BFN-0002866","Retail Marij Opt. Prem. Cultiv","BGOOD VENTURES, LLC","BGOOD APOTHECARY","License Issued - Active","7/13/2019 12:00:00 AM","2165","S","Kalamath","ST","","Denver","80223"
"2018-BFN-0002888","Retail Marijuana Inf Prod Mfg","COLORADO GENERAL SERVICE PROVIDER","CGSP","License Issued - Active","7/20/2020 12:00:00 AM","6767","E","39th","Ave","104","Denver","80207"
"2014-BFN-0004448","Medical Marijuana Center","LBW CONSULTING GROUP, LLC","","License Issued - Active","3/8/2020 12:00:00 AM","5070","N","OAKLAND","ST","","DENVER","80239"
"2015-BFN-0000480","Retail Marijuana Store","UNIVERSAL HERBS, LLC","UNIVERSAL HERBS","License Issued - Active","9/22/2019 12:00:00 AM","800","","PARK AVE WEST","","","DENVER","80205"
"2013-BFN-1069488","Retail Marijuana Store","GREEN KIWI 2, LLC","LIVWELL","License Issued - Active","2/24/2020 12:00:00 AM","1660","N","PEARL","ST","","DENVER","80203"
"2014-BFN-1071022","Retail Marij Opt. Prem. Cultiv","LIVWELL I, LLC","LIVWELL","License Issued - Active","3/5/2020 12:00:00 AM","5141","N","FRANKLIN","ST","","DENVER","80216"
"2013-BFN-1069357","Retail Marij Opt. Prem. Cultiv","BUD BUM, LLC","BUD BUM","License Issued - Active","2/18/2020 12:00:00 AM","1325","S","INCA","ST","A","DENVER","80223"
"2014-BFN-1070939","Retail Marij Opt. Prem. Cultiv","VIOLA, INC","VIOLA'S EXTRACTS","License Issued - Active","4/25/2020 12:00:00 AM","4645","N","Joliet","","","Denver","80239"
"2014-BFN-1073782","Retail Marijuana Store","ABUNDANT HEALTH DENVER, LLC","HERBAN UNDERGROUND","License Issued - Active","3/25/2020 12:00:00 AM","70","N","BROADWAY","","50","DENVER","80203"
"2010-BFN-1045395","Medical Marijuana Center","JVJC HOLDINGS III, LLC","","License Issued - Active","9/9/2019 12:00:00 AM","5194","N","WASHINGTON","ST","","DENVER","80216"
"2013-BFN-1066784","Med Marijuana Inf Prod Manuf","BEYOND BROADWAY, LLC","INFUSIASM","License Issued - Active","10/3/2019 12:00:00 AM","5141","N","FRANKLIN","ST","","DENVER","80216"
"2013-BFN-1069128","Retail Marijuana Store","HIGHLANDS WELLNESS CENTER LLC","THE CLINIC HIGHLANDS","License Issued - Active","7/3/2020 12:00:00 AM","3460","W","32ND","AVE","","DENVER","80211"
"2013-BFN-1069392","Retail Marijuana Store","WASH PARK BOUTIQUE LLC","LUCY SKY CANNABIS BOUTIQUE","License Issued - Active","1/17/2020 12:00:00 AM","2394","S","BROADWAY","","","DENVER","80210"
"2013-BFN-1069272","Retail Marij Opt. Prem. Cultiv","TETRAHYDROCENTER, LLC","TETRAHYDRO CENTER","License Issued - Active","12/2/2019 12:00:00 AM","4400","N","YORK","ST","","DENVER","80216"
"2015-BFN-0004619","Retail Marij Opt. Prem. Cultiv","SHRED INVESTMENTS, LLC","HIGH WEST CANNABIS","License Issued - Active","10/6/2019 12:00:00 AM","10625","E","51ST","AVE","103","DENVER","80239"
"2015-BFN-0000251","Med Marijuana Inf Prod Manuf","EVERGREEN ENTERPRISES, LTD.","EVERGREEN EXTRACTS","License Issued - Active","6/8/2020 12:00:00 AM","1770","S","ACOMA","ST","","DENVER","80223"
"2013-BFN-1069781","Retail Marij Opt. Prem. Cultiv","OG MEDICINALS, LLC","","License Issued - Active","1/1/2020 12:00:00 AM","4995","N","LIMA","ST","","DENVER","80239"
"2014-BFN-1070938","Retail Marijuana Store","ALPINE HERBAL WELLNESS LLC","FROSTED LEAF","License Issued - Active","5/2/2020 12:00:00 AM","445","N","FEDERAL","BLVD","","DENVER","80204"
"2013-BFN-1070232","Retail Marijuana Inf Prod Mfg","BEYOND BROADWAY, LLC","INFUSIASM","License Issued - Active","3/5/2020 12:00:00 AM","5141","N","FRANKLIN","ST","","DENVER","80216"
"2013-BFN-1069078","Retail Marijuana Store","2251SB, LLC","","License Issued - Active","3/3/2020 12:00:00 AM","2251","S","BROADWAY","","","DENVER","80210"
"2017-BFN-0000990","Retail Marijuana Inf Prod Mfg","PRIMA BRANDS LLC","PRIMA CANNABIS COMPANY","License Issued - Active","10/2/2019 12:00:00 AM","4571","N","Ivy","ST","","Denver","80216"
"2017-BFN-0002518","Retail Marijuana Inf Prod Mfg","CONSCIOUS CONFECTIONS II, LLC","NATIVE ROOTS EXTRACTS","License Issued - Active","12/1/2019 12:00:00 AM","4990","N","DAHLIA","ST","","DENVER","80216"
"2015-BFN-0008316","Med Marijuana Inf Prod Manuf","LBW CONSULTING GROUP, LLC","","License Issued - Active","6/21/2020 12:00:00 AM","5070","N","OAKLAND","ST","","DENVER","80239"
"2015-BFN-0004779","Medical Marijuana Center","TOP SHELF, LLC","TOP SHELF","License Issued - Active","9/9/2019 12:00:00 AM","135","S","BROADWAY","","C","DENVER","80209"
"2016-BFN-0003705","Med Marijuana Test Facility","BONA FIDES MEDICAL","BONA FIDES LABORATORY INC","License Issued - Active","7/12/2020 12:00:00 AM","4910","N","FOX","ST","E","DENVER","80216"
"2018-BFN-0002535","Retail Marijuana Inf Prod Mfg","BK HOLDINGS, LLC","THE HERBAL CENTER","License Issued - Active","6/13/2020 12:00:00 AM","12001","E","37th","Ave","","Denver","80239"
"2014-BFN-0003849","Medical Marijuana Center","HERBAL ALTERNATIVES, LLC","SUNNYSIDE DISPENSARY","License Issued - Active","8/11/2019 12:00:00 AM","4755","N","LIPAN","ST","","DENVER","80211"
"2014-BFN-1071059","Retail Marijuana Store","BACK TO THE GARDEN HEALTH & WELLNESS CENTER LLC","","License Issued - Active","5/5/2020 12:00:00 AM","1755","S","BROADWAY","","","DENVER","80210"
"2014-BFN-1071325","Retail Marij Opt. Prem. Cultiv","COMPASSIONATE PAIN MANAGEMENT, LLC","AJOYA","License Issued - Active","6/16/2020 12:00:00 AM","1975","S","BANNOCK","ST","","DENVER","80223"
"2013-BFN-1069225","Retail Marijuana Store","URBAN CANNABIS II, LLC","HEALING HOUSE","License Issued - Active","1/1/2020 12:00:00 AM","2383","S","DOWNING","ST","","DENVER","80210"
"2013-BFN-1069398","Retail Marij Opt. Prem. Cultiv","DISCOUNT MEDICAL MARIJUANA LLC","HIGH LEVEL HEALTH","License Issued - Active","2/13/2020 12:00:00 AM","395","N","YUMA","ST","","DENVER","80223"
"2015-BFN-0007814","Retail Marij Opt. Prem. Cultiv","ROYAL ASSET MANAGEMENT, LLC","ROYAL RESIN","License Issued - Active","1/20/2020 12:00:00 AM","4242","N","ELIZABETH","ST","1","DENVER","80216"
"2014-BFN-0005410","Retail Marij Opt. Prem. Cultiv","WELLNESS CENTER OF THE ROCKIES, INC.","","License Issued - Active","2/9/2020 12:00:00 AM","2130","S","LIPAN","ST","","DENVER","80223"
"2015-BFN-0001351","Medical Marijuana Center","BK HOLDINGS, LLC","THE HERBAL CENTER","License Issued - Active","8/25/2019 12:00:00 AM","1909","S","BROADWAY","","","DENVER","80210"
"2010-BFN-1045897","Medical Marijuana Center","ABUNDANT HEALTH DENVER, LLC","HERBAN UNDERGROUND","License Issued - Active","9/11/2019 12:00:00 AM","70","N","BROADWAY","","50","DENVER","80203"
